번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
79,승마장업,10_38_01_P,5530000,CDFH3301252012000001,20120105,,3,폐업,3,폐업,20141010,,,,031-351-5679,,445944,"경기도 화성시 장안면 수촌리 187 외 187-7,187-8",경기도 화성시 장안면 수촌길 68-18,445944,발안승마클럽,2.0141E+13,I,2020.8.5 0:23,,186825.2938,399510.2854,승마장업,사립,Y,1,,,,,
80,승마장업,10_38_01_P,5530000,CDFH3301252017000001,20170302,,3,폐업,3,폐업,20180103,,,,,,,,경기도 화성시 비봉면 자청로207번길 21-49,18293,산들래 승마클럽,2.01801E+13,I,2020.8.5 0:23,,190352,411952,승마장업,사립,,,,916.44,,,
81,승마장업,10_38_01_P,3400000,CDFH3301252006000001,20060119,,3,폐업,3,폐업,20180327,,,,722-0878,,619906,부산광역시 기장군 기장읍 청강리 765번지,,,S'PARK승마클럽,2.01803E+13,I,2018.8.31 23:59,,401112.6451,193258.8234,승마장업,사립,Y,,,22273,,,
82,승마장업,10_38_01_P,4160000,CDFH3301252004000001,20040521,,3,폐업,3,폐업,20041204,,,,031-581-0114,,477803,경기도 가평군 가평읍 이화리 30-1번지,경기도 가평군 가평읍 북한강변로 882,477803,가평승마장,2.01112E+13,I,2018.8.31 23:59,,245532.1549,477188.3437,승마장업,사립,,,,,,,
83,승마장업,10_38_01_P,4160000,CDFH3301252011000002,20111018,,3,폐업,3,폐업,20150917,,,,031-582-5041,,477842,경기도 가평군 북면 목동리 916-7번지,경기도 가평군 북면 가화로 1059,477842,가평목동수련원/인재개발원,2.01509E+13,I,2018.8.31 23:59,,248056.5581,487497.7012,승마장업,사립,,,,240,,,
84,승마장업,10_38_01_P,5020000,CDFH3301252013000002,20131224,,3,폐업,3,폐업,20190424,,,,054-249-1333,,791941,경상북도 포항시 북구 흥해읍 남송리 860번지,경상북도 포항시 북구 흥해읍 삼흥로501번길 24-31,37552,포항승마클럽,2.01904E+13,U,2019.4.26 2:40,,412939.7302,291294.2884,승마장업,사립,,,3,,,,
85,승마장업,10_38_01_P,5020000,CDFH3301252014000001,20140120,,3,폐업,3,폐업,20190325,,,,054-243-2372,,791823,경상북도 포항시 북구 기계면 고지리 425번지,경상북도 포항시 북구 기계면 기남길149번길 52-65,37529,포항승마공원,2.01903E+13,U,2019.3.27 2:40,,395821.1041,288103.6135,승마장업,사립,,1,,,1000,,
86,승마장업,10_38_01_P,5020000,CDFH3301252015000001,20150921,,3,폐업,3,폐업,20160217,,,,,,,경상북도 포항시 북구 흥해읍 남송리 83-5번지,경상북도 포항시 북구 흥해읍 한동로424번길 47-20,37552,포항승마랜드,2.01602E+13,I,2018.8.31 23:59,,414572.3322,292213.8435,승마장업,사립,,1,,96.8,,,
87,승마장업,10_38_01_P,5020000,CDFH3301252016000001,20160603,,3,폐업,3,폐업,20201104,,,,,,,,경상북도 포항시 북구 흥해읍 한동로 474,37553,글로리아승마장,2.02011E+13,U,2020.11.6 2:40,,415195,292659,승마장업,사립,,1,2,45,,,
88,승마장업,10_38_01_P,5670000,CDFH3301252014000001,20140421,,3,폐업,3,폐업,20150629,,,,055-221-0460,,631843,"경상남도 창원시 마산합포구 구산면 수정리 213-1 외(212,213,213-2)",경상남도 창원시 마산합포구 구산면 안녕로 73,631843,홀스또메르승마랜드,2.01506E+13,I,2021.7.2 0:23,,344939.3897,181250.8465,승마장업,사립,Y,1,3,,,,
89,승마장업,10_38_01_P,3630000,CDFH3301252007000001,20070530,,3,폐업,3,폐업,20070530,,,,959-0808,,506053,광주광역시 광산구 산정동 613번지,광주광역시 광산구 하남지실길 363-66  (산정동),,어등산승마클럽,2.00707E+13,I,2018.8.31 23:59,,180889.6434,186680.2009,승마장업,사립,0,,,,,,
90,승마장업,10_38_01_P,3910000,CDFH3301252013000001,20130102,,3,폐업,3,폐업,20200715,,,,031-647-3111,,450090,경기도 평택시 지제동 906-2,경기도 평택시 지제로 133-15 (지제동),17823,레포필드승마장,2.02007E+13,U,2020.7.17 2:40,,204870.7001,391113.3047,승마장업,사립,,1,5,3011.19,,,
91,승마장업,10_38_01_P,3820000,CDFH3301252012000001,20120928,,3,폐업,3,폐업,20180424,,,,1544-8260,,480030,경기도 의정부시 장암동 228번지,경기도 의정부시 동일로 105-47 (장암동),,클럽엠홀스파크,2.01805E+13,I,2018.8.31 23:59,,204520.3524,466092.2774,승마장업,사립,Y,1,,,,,
92,승마장업,10_38_01_P,4060000,CDFH3301252003000002,20030429,,3,폐업,3,폐업,20061228,,,,942-4115,,413843,경기도 파주시 탄현면 낙하리 201-3번지,,,자유로아카데미승마클럽,2.00612E+13,I,2018.8.31 23:59,,176695.8061,481903.1607,승마장업,사립,0,,,,,,
93,승마장업,10_38_01_P,4060000,CDFH3301252003000003,20030429,,3,폐업,3,폐업,20140613,,,,942-9999,,413834,경기도 파주시 산남동 104-1번지,경기도 파주시 산남로107번길 35-50 (산남동),,자유로로얄승마클럽,2.01406E+13,I,2018.8.31 23:59,,173328.125,466719.8688,승마장업,사립,,,,,,,
94,승마장업,10_38_01_P,4060000,CDFH3301252006000001,20061228,,3,폐업,3,폐업,20121024,,,,942-4115,,413843,경기도 파주시 탄현면 낙하리 201-6번지,경기도 파주시 탄현면 동오리길 212-22,,나파밸리승마클럽,2.0121E+13,I,2018.8.31 23:59,,176724.2951,481935.5041,승마장업,사립,0,,,,,,
95,승마장업,10_38_01_P,4060000,CDFH3301252007000001,20070320,,3,폐업,3,폐업,20160530,,,,9497717,,413851,경기도 파주시 광탄면 마장리 86번지,경기도 파주시 광탄면 보광로 877,,파주힐링캠프,2.01605E+13,I,2018.8.31 23:59,,189743.4305,474525.705,승마장업,사립,,,,,,,
96,승마장업,10_38_01_P,4060000,CDFH3301252014000001,20140711,,3,폐업,3,폐업,20150724,,,,946-2357,,413130,경기도 파주시 산남동 104-1번지,경기도 파주시 산남로107번길 35-50 (산남동),413130,고세승마클럽,2.01507E+13,I,2018.8.31 23:59,,173328.125,466719.8688,승마장업,사립,Y,1,4,,,,
97,승마장업,10_38_01_P,4060000,CDFH3301252015000001,20150730,,3,폐업,3,폐업,20170214,,,,7040348636,,413130,경기도 파주시 산남동 104-1번지,경기도 파주시 산남로107번길 35-50 (산남동),10882,우주승마클럽,2.01702E+13,I,2018.8.31 23:59,,173328.125,466719.8688,승마장업,사립,,,,,,,
98,승마장업,10_38_01_P,4060000,CDFH3301252016000001,20161012,,3,폐업,3,폐업,20200421,,,,,,,경기도 파주시 목동동 415-71번지,경기도 파주시 파주로 478-24 (목동동),10871,교하 스카이 승마장,2.02004E+13,U,2020.4.24 2:40,,177023.9532,470397.3608,승마장업,사립,,1,,,,,
99,승마장업,10_38_01_P,4050000,CDFH3301252015000001,20150206,,3,폐업,3,폐업,20191108,,,,031-322-6500,,449853,경기도 용인시 처인구 모현읍 동림리 117-31번지,경기도 용인시 처인구 모현읍 왕림로50번길 69-61,16884,(주)남서울승마클럽,2.01911E+13,U,2019.11.10 2:40,,216824.7456,426707.4916,승마장업,사립,Y,2,,,,,
100,승마장업,10_38_01_P,4050000,CDFH3301252002000001,20020726,,3,폐업,3,폐업,20120109,,,,,,449872,경기도 용인시 처인구 원삼면 두창리 산 243번지,,,천손승마랜드,2.01201E+13,I,2018.8.31 23:59,,,,승마장업,사립,,,,979.6,,,
101,승마장업,10_38_01_P,5710000,CDFH3301252017000001,20171211,,3,폐업,3,폐업,20200227,,,,,,,충청북도 청주시 서원구 현도면 달계리 546-5번지,충청북도 청주시 서원구 현도면 청남로 250-1,28217,말이랑승마장 어린이승마체험학교,2.02002E+13,U,2020.2.29 2:40,,238237.4763,330778.1263,승마장업,사립,,1,,,,,
102,승마장업,10_38_01_P,3360000,CDFH3301252017000002,20171010,,3,폐업,3,폐업,20190503,,,,,,,부산광역시 강서구 송정동 1196-23번지,부산광역시 강서구 낙동남로 136 (송정동),46751,강서승마장,2.01905E+13,U,2019.5.5 2:40,,367555.1534,179584.1223,승마장업,사립,,,,,,,
103,승마장업,10_38_01_P,3360000,CDFH3301252013000001,20130116,,3,폐업,3,폐업,20191022,,,,051-971-9540,,618808,부산광역시 강서구 대저2동 3973-1번지,부산광역시 강서구 공항로539번길 33-1 (대저2동),46722,태양승마장,2.0191E+13,U,2019.10.24 2:40,,377973.6903,185914.6622,승마장업,사립,,,2,,,,
104,승마장업,10_38_01_P,3720000,CDFH3301252014000001,20140722,,3,폐업,3,폐업,20170531,,,,298-4969,,683280,울산광역시 북구 신현동 816번지,울산광역시 북구 무룡로 681 (신현동),44234,UEF승마파크,2.01705E+13,I,2018.8.31 23:59,,418962.158,234952.745,승마장업,사립,,1,,,,,
105,승마장업,10_38_01_P,4520000,CDFH3301252006000001,20060205,,3,폐업,3,폐업,20120924,,,,"041-541-5511,21",,336892,충청남도 아산시 선장면 군덕리 279-10번지,충청남도 아산시 선장면 삼봉로 70,,화랑승마랜드,2.01209E+13,I,2018.8.31 23:59,,188769.5368,364167.268,승마장업,사립,0,1,,2903,,,
106,승마장업,10_38_01_P,4520000,CDFH3301252007000001,20070918,,3,폐업,3,폐업,20080616,,,,541-5511,,336892,충청남도 아산시 선장면 군덕리 279-10번지,충청남도 아산시 선장면 삼봉로 70,,승마훈련원,2.00806E+13,I,2018.8.31 23:59,,188769.5368,364167.268,승마장업,사립,0,,3,2903,,,
107,승마장업,10_38_01_P,4550000,CDFH3301252009000001,20091230,,3,폐업,3,폐업,20120830,,,,754-5880,,312931,충청남도 금산군 진산면 만악리 307-4번지,,,금산승마클럽,2.01208E+13,I,2018.8.31 23:59,,239474.0857,294237.2645,승마장업,사립,,1,1,1813.02,,,
108,승마장업,10_38_01_P,4520000,CDFH3301251997000001,19970808,,3,폐업,3,폐업,20080513,,,,542-6031,,336912,충청남도 아산시 도고면 기곡리 180-1번지,충청남도 아산시 도고면 도고온천로 176,,파라다이스호텔도고승마장,2.00805E+13,I,2018.8.31 23:59,,190015.924,363106.6798,승마장업,사립,0,,,3184.75,,,
109,승마장업,10_38_01_P,4500000,CDFH3301252007000001,20071221,,3,폐업,3,폐업,20170816,,,,041-858-1616,,314843,충청남도 공주시 이인면 주봉리 323번지 외3필지,충청남도 공주시 이인면 돌고지길 5-8  (외3필지),,천마승마목장,2.01708E+13,I,2018.8.31 23:59,,207118.1693,321444.8623,승마장업,사립,0,4,,341,,,
110,승마장업,10_38_01_P,5690000,CDFH3301252016000001,20161215,,3,폐업,3,폐업,20180227,,,,044-566-6431,,,,세종특별자치시 소정면 매실로 474-41,30001,원 승마클럽,2.01802E+13,I,2018.8.31 23:59,,216629.4775,358331.9509,승마장업,사립,Y,1,1,1730,,,
111,승마장업,10_38_01_P,5690000,CDFH3301252017000001,20171227,,3,폐업,3,폐업,20200731,,,,,,,세종특별자치시 장군면 평기리 226-5,세종특별자치시 장군면 평기큰골길 46-65,30052,세종스테이블,2.02007E+13,U,2020.8.2 2:40,,218186.1248,334669.3805,승마장업,사립,,1,2,1404,,,
112,승마장업,10_38_01_P,5600000,CDFH3301251995000001,19950321,,3,폐업,3,폐업,20190314,,,,533-3741,,487840,경기도 포천시 화현면 화현리 704-3번지 등 2필지,경기도 포천시 화현면 화동로432번길 26 (등 2필지),,호스랜드,2.01903E+13,U,2019.3.16 2:40,,227269.1408,489157.287,승마장업,사립,Y,,10,,,,
113,승마장업,10_38_01_P,5600000,CDFH3301252007000001,20070131,,3,폐업,3,폐업,20150417,,,,533-9000,,487832,경기도 포천시 내촌면 마명리 131-3번지 등 8필지,,,서운승마장,2.01504E+13,I,2018.8.31 23:59,,217504.7579,474260.6272,승마장업,사립,1,1,,,,,
114,승마장업,10_38_01_P,4170000,CDFH3301252011000001,20110329,,3,폐업,3,폐업,20220914,,,,031-774-3132,,,경기도 양평군 지평면 월산리 576-1,경기도 양평군 지평면 월산저수지길 21,12541,미리내승마클럽,2.02209E+13,U,2022.9.16 2:40,,257388.4565,442263.1118,승마장업,사립,,3,9,4877,0,,
115,승마장업,10_38_01_P,4030000,CDFH3301252013000001,20130404,,3,폐업,3,폐업,20190107,,,,031-421-6370,,,경기도 의왕시 청계동 760번지,경기도 의왕시 옥박골동길 10-39 (청계동),16011,현대특수강(주) 웰텍승마클럽지점,2.01901E+13,U,2019.5.10 2:40,,200288.9923,432213.2247,승마장업,사립,,1,2,1321.9,,,
116,승마장업,10_38_01_P,5470000,CDFH3301252012000001,20120315,,1,영업/정상,13,영업중,,,,,942-3377,,,경상남도 거창군 위천면 남산리 323번지 외 1필지,경상남도 거창군 위천면 거차2길 126,50103,거창 오로라 승마장,2.01601E+13,I,2018.8.31 23:59,,275891.2796,249590.1029,승마장업,사립,,1,,,,,
117,승마장업,10_38_01_P,5310000,CDFH3301252013000001,20130506,,1,영업/정상,13,영업중,,,,,055-758-6924,,,경상남도 진주시 내동면 독산리 778번지,경상남도 진주시 내동면 산유로488번길 8-24,52849,건영승마장,2.01905E+13,U,2019.5.26 2:40,,296704.7203,182977.483,승마장업,사립,Y,1,,207.42,,,
118,승마장업,10_38_01_P,4220000,CDFH3301252012000001,20120716,,1,영업/정상,13,영업중,,,,,033-554-1107,,235020,강원도 태백시 화전동 107-2번지,강원도 태백시 태백로 483 (화전동),235020,태백승마클럽,2.01601E+13,I,2018.8.31 23:59,,374149.5521,412123.6027,승마장업,사립,,,1,528,,,
119,승마장업,10_38_01_P,4690000,CDFH3301252011000001,20110715,,1,영업/정상,13,영업중,,,,,534-0001,,580200,전라북도 정읍시 송산동 629-2,전라북도 정읍시 송산1길 142-101 (송산동),56197,웨스턴 스프링스,2.02208E+13,U,2022.8.31 2:40,,188488.1614,226783.2576,승마장업,사립,Y,1,,,,,
120,승마장업,10_38_01_P,4600000,CDFH3301252012000001,20120131,,1,영업/정상,13,영업중,,,,,041-630-9700,,,충청남도 홍성군 서부면 궁리 393-7,충청남도 홍성군 서부면 남당항로 690,32204,홍성군 승마장,2.0201E+13,U,2020.10.9 2:40,,152242.1929,342023.8915,승마장업,사립,Y,1,4,2728.97,,,
121,승마장업,10_38_01_P,4610000,CDFH3301252006000001,20060523,,1,영업/정상,13,영업중,,,,,041-333-3967,,340813,충청남도 예산군 대술면 마전리 122번지,,,오케이승마장,2.0181E+13,U,2018.10.10 2:37,,191642.8533,347942.5888,승마장업,사립,Y,1,,,,,
122,승마장업,10_38_01_P,4610000,CDFH3301252008000001,20080911,,1,영업/정상,13,영업중,,,,,337-9800,,340922,충청남도 예산군 덕산면 낙상리 220번지,,,효자승마클럽,2.00809E+13,I,2018.8.31 23:59,,165409.8228,347599.0654,승마장업,사립,0,,,,,,
123,승마장업,10_38_01_P,4490000,CDFH3301252006000001,20061127,,1,영업/정상,13,영업중,,,,,041-568-2229,,,충청남도 천안시 서북구 업성동 287-7번지,"충청남도 천안시 서북구 업성3길 31-54 (업성동, 천안승마클럽)",31076,천안승마클럽,2.01906E+13,U,2019.6.30 2:40,,211507.8658,373166.1207,승마장업,사립,Y,2,1,2165.33,0,,
124,승마장업,10_38_01_P,5590000,CDFH3301252011000001,20110106,,1,영업/정상,13,영업중,,,,,031-829-7226,,482811,경기도 양주시 장흥면 교현리 208,경기도 양주시 장흥면 북한산로1011번길 53-41,11523,멜버른 승마,2.02105E+13,U,2021.5.19 2:40,,197315.924,467335.5093,승마장업,사립,,,,1328,,,
125,승마장업,10_38_01_P,5590000,CDFH3301252012000001,20120827,,1,영업/정상,13,영업중,,,,,"866-7272,",,,경기도 양주시 산북동 201-8,경기도 양주시 평화로 1141-11 (산북동),11498,농업법인(주)한성승마클럽,2.02112E+13,U,2021.12.30 2:40,,204105.6871,476558.668,승마장업,사립,Y,1,3,0,0,,
126,승마장업,10_38_01_P,4040000,CDFH3301252012000001,20121122,,1,영업/정상,13,영업중,,,,,031-792-7721,,465140,경기도 하남시 미사동 575-3,경기도 하남시 미사동로37번길 175 (미사동),12900,미사리 승마공원,2.02103E+13,U,2021.3.25 2:40,,217592.0925,452824.3356,승마장업,사립,,,,,,,
127,승마장업,10_38_01_P,4140000,CDFH3301252011000001,20110120,,1,영업/정상,13,영업중,,,,,,,486801,경기도 연천군 연천읍 동막리 294-9번지,경기도 연천군 연천읍 동막로 109,11011,연천승마공원,2.01504E+13,I,2018.8.31 23:59,,208594.9405,509576.1341,승마장업,사립,Y,1,1,763.63,50,,
128,승마장업,10_38_01_P,5110000,CDFH3301252019000001,20190110,,1,영업/정상,13,영업중,,,,,054-537-6682,,,경상북도 상주시 사벌면 삼덕리 산 23-2번지,경상북도 상주시 사벌면 경천로 683-47,37128,국제승마장관리사업소,2.01911E+13,U,2019.11.28 2:40,,310604.8463,329734.4239,승마장업,사립,,1,,,,,
129,승마장업,10_38_01_P,5080000,CDFH3301252011000001,20110811,,1,영업/정상,13,영업중,,,,,,,730831,경상북도 구미시 옥성면 옥관리 20번지 일원,경상북도 구미시 옥성면 선상동로 1174-7,39102,구미시 승마장,2.01804E+13,I,2018.8.31 23:59,,314666.7359,314733.3413,승마장업,사립,,1,3,5278.71,,,
130,승마장업,10_38_01_P,5100000,CDFH3301252009000001,20090401,,1,영업/정상,13,영업중,,,,,054)330-6784,,770864,경상북도 영천시 임고면 효리 109-3,경상북도 영천시 임고면 승마휴양림길 62-29,38819,영천시운주산승마조련센터,2.02104E+13,U,2021.4.14 2:40,,380197.3131,283146.2185,승마장업,사립,Y,3,7,8740.82,,,
131,승마장업,10_38_01_P,5100000,CDFH3301252011000001,20111222,,1,영업/정상,13,영업중,,,,,054)335-2010,,770812,경상북도 영천시 신녕면 연정리 953번지,경상북도 영천시 신녕면 신화로 118 (휘명승마아카데미),38803,휘명승마아카데미,2.01705E+13,I,2018.8.31 23:59,,362258.107,284196.1355,승마장업,사립,Y,1,,,,,
132,승마장업,10_38_01_P,5100000,CDFH3301252013000001,20130409,,1,영업/정상,13,영업중,,,,,,,,경상북도 영천시 신녕면 화남리 1135-5번지 성운대학교,"경상북도 영천시 신녕면 대학길 105, 성운대학교",38801,성운대학교 재활승마장,2.02003E+13,U,2020.3.27 2:40,,358650.3336,286272.4741,승마장업,사립,,,2,1625.4,,,
133,승마장업,10_38_01_P,5340000,CDFH3301252013000002,20130318,,1,영업/정상,13,영업중,,,,,,,664190,경상남도 사천시 이홀동 162,경상남도 사천시 삼상로 623 (이홀동),52549,그린승마랜드,2.02203E+13,U,2022.3.12 2:40,,303307.6132,163014.5495,승마장업,사립,Y,0,0,0,0,,
134,승마장업,10_38_01_P,5340000,CDFH3301252011000001,20111129,,1,영업/정상,13,영업중,,,,,,,664812,경상남도 사천시 축동면 배춘리 121-5번지,경상남도 사천시 축동면 양동2길 50,52512,사천승마장,2.01111E+13,I,2018.8.31 23:59,,300636.9153,178615.9823,승마장업,사립,,1,,165,,,
135,승마장업,10_38_01_P,5380000,CDFH3301252004000001,20041229,,1,영업/정상,13,영업중,,,,,055-383-9800,,626861,경상남도 양산시 하북면 삼수리 285번지,경상남도 양산시 하북면 충렬로 1475,50505,통도승마랜드,2.01812E+13,U,2018.12.16 2:40,,388571.2963,220386.3395,승마장업,사립,Y,2,,1078,,,
136,승마장업,10_38_01_P,4790000,CDFH3301252009000001,20091203,,1,영업/정상,13,영업중,,,,,,,579861,전라북도 부안군 상서면 감교리 58-0,전라북도 부안군 상서면 병목골길 14-24,56336,부안아리울승마장,2.02007E+13,U,2020.7.26 2:40,,170262.5351,241851.7323,승마장업,사립,,1,3,1161.78,50,,
137,승마장업,10_38_01_P,4750000,CDFH3301252013000001,20130114,,1,영업/정상,13,영업중,,,,,063-352-0330,,597851,전라북도 장수군 천천면 월곡리 688-1,전라북도 장수군 천천면 승마로 913,55609,장수승마장,2.02009E+13,U,2020.9.30 2:40,,246100.2618,244381.8095,승마장업,공립,Y,1,10,15772.22,,,
138,승마장업,10_38_01_P,4770000,CDFH3301252017000001,20170821,,1,영업/정상,13,영업중,,,,,063-650-5537,,,,전라북도 순창군 팔덕면 신촌길 238 (순창군승마장),56021,순창군승마장,2.01708E+13,I,2018.8.31 23:59,,210259,209244,승마장업,사립,Y,2,3,3309.8,,,
139,승마장업,10_38_01_P,6510000,CDFH3301251996100002,19961120,,1,영업/정상,13,영업중,,,,,782-1199,,695979,제주특별자치도 제주시 구좌읍 송당리 산 126번지,제주특별자치도 제주시 구좌읍 번영로 2015,63355,송당승마장,2.01507E+13,I,2018.8.31 23:59,,175805.468,-6615.030626,승마장업,사립,,,3,356,,,
140,승마장업,10_38_01_P,6510000,CDFH3301251996100003,19961120,,1,영업/정상,13,영업중,,,,,782-5577,,695961,제주특별자치도 제주시 조천읍 교래리 산 42번지,,,탐라승마장,2.01706E+13,I,2018.8.31 23:59,,171403.0232,-6429.290691,승마장업,사립,,,4,399,,,
141,승마장업,10_38_01_P,6510000,CDFH3301251996100005,19961031,,1,영업/정상,13,영업중,,,,,064-746-5532,,690180,제주특별자치도 제주시 노형동 산 14-1번지,제주특별자치도 제주시 1100로 2659 (노형동),63078,어승생승마장,2.01708E+13,I,2018.8.31 23:59,,152529.7092,-7746.948819,승마장업,사립,Y,,,200,,,
142,승마장업,10_38_01_P,6510000,CDFH3301252000100001,20000929,,1,영업/정상,13,영업중,,,,,782-0314,,695961,제주특별자치도 제주시 조천읍 교래리 산 11번지,,,서진승마장,2.00606E+13,I,2018.8.31 23:59,,173862.8902,-7158.054465,승마장업,사립,1,1,3,407.5,,,
143,승마장업,10_38_01_P,6510000,CDFH3301252007000002,20070913,,1,영업/정상,13,영업중,,,,,,,695908,제주특별자치도 제주시 애월읍 상가리 2156-15번지,제주특별자치도 제주시 애월읍 산록서로 81,63042,웅지승마센터,2.01907E+13,U,2019.7.19 2:40,,142297.1195,-11536.91377,승마장업,사립,Y,2,4,774.88,,,
144,승마장업,10_38_01_P,6510000,CDFH3301252008000001,20081121,,1,영업/정상,13,영업중,,,,,784-1441,,,제주특별자치도 제주시 조천읍 교래리 39-0003,제주특별자치도 제주시 조천읍 비자림로 1065,63346,에코승마아카데미,2.02207E+13,U,2022.7.6 2:40,,173774.1611,-6829.096553,승마장업,사립,,,3,200.9,,,
145,승마장업,10_38_01_P,6510000,CDFH3301252008000002,20081124,,1,영업/정상,13,영업중,,,,,064-795-8080,,695931,제주특별자치도 제주시 한림읍 월림리 산 8번지,제주특별자치도 제주시 한림읍 월림7길 155,,라온더마파크,2.02002E+13,U,2020.2.13 2:40,,129564.5608,-15196.28326,승마장업,사립,,2,,1698.5,,,
146,승마장업,10_38_01_P,6510000,CDFH3301252009000001,20091231,,1,영업/정상,13,영업중,,,,,799-9530,,695916,제주특별자치도 제주시 애월읍 유수암리 1175번지,제주특별자치도 제주시 애월읍 녹고메길 152-1,63066,제주승마공원,2.01907E+13,U,2019.7.20 2:40,,144609.4682,-9949.685374,승마장업,사립,Y,2,,120,,,
147,승마장업,10_38_01_P,6510000,CDFH3301252010000001,20100223,,1,영업/정상,13,영업중,,,,,064-784-9020,,695975,제주특별자치도 제주시 구좌읍 행원리 3260,제주특별자치도 제주시 구좌읍 월행남길 322-30,,주식회사 케이피씨,2.02204E+13,U,2022.4.17 2:40,,179590.6442,3102.014781,승마장업,사립,Y,1,10,7343.12,0,,
148,승마장업,10_38_01_P,6510000,CDFH3301252010000002,20101015,,1,영업/정상,13,영업중,,,,,772-5534,,695949,제주특별자치도 제주시 한경면 청수리 113-3,제주특별자치도 제주시 한경면 연명로 348,,청수승마체험장,2.02112E+13,U,2021.12.8 2:40,,130912.2288,-21287.97016,승마장업,사립,,1,4,1191.44,500,,
149,승마장업,10_38_01_P,6510000,CDFH3301252017000001,20170714,,1,영업/정상,13,영업중,,,,,741-6724,,,,제주특별자치도 제주시 애월읍 산록서로 678-207,63064,제주한라대학교 마사학부 실습승마장,2.01707E+13,I,2018.8.31 23:59,,148166,-10999,승마장업,사립,,,3,5284.19,,,
150,승마장업,10_38_01_P,6520000,CDFH3301251996000001,19961114,,1,영업/정상,13,영업중,,,,,064-787-2324,,,제주특별자치도 서귀포시 표선면 성읍리 2045-1번지,제주특별자치도 서귀포시 표선면 번영로 2650 (성읍승마장),63624,성읍승마장,2.01803E+13,I,2018.8.31 23:59,,180104.6694,-10787.60236,승마장업,사립,Y,,,,,,
151,승마장업,10_38_01_P,6520000,CDFH3301252000000001,20000825,,1,영업/정상,13,영업중,,,,,064)787-8008,,699912,제주특별자치도 서귀포시 표선면 성읍리 2867,제주특별자치도 서귀포시 표선면 번영로 2486,,제주조랑말타운,2.02011E+13,U,2020.11.15 2:40,,178794.375,-9811.9804,승마장업,사립,Y,,4,372.62,,,
152,승마장업,10_38_01_P,6520000,CDFH3301252000000002,20000515,,1,영업/정상,13,영업중,,,,,064-787-5221,,699912,제주특별자치도 서귀포시 표선면 성읍리 2873번지,제주특별자치도 서귀포시 표선면 번영로 2454,,주식회사 동부레저,2.01707E+13,I,2018.8.31 23:59,,178565.2932,-9734.266836,승마장업,사립,,,7,435.6,,,
153,승마장업,10_38_01_P,6520000,CDFH3301252000000003,20000923,,1,영업/정상,13,영업중,,,,,064-784-5609,,699908,제주특별자치도 서귀포시 성산읍 난산리 2815,제주특별자치도 서귀포시 성산읍 서성일로 397,63632,뷰 제주하늘,2.02101E+13,U,2021.1.20 2:40,,184363.6526,-9224.656366,승마장업,사립,Y,,,,,,
154,승마장업,10_38_01_P,4490000,CDFH3301252019000001,20190510,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 부대동 105-74번지,충청남도 천안시 서북구 부대3길 22 (부대동),31084,정철희 국제승마센터,2.01905E+13,I,2019.5.12 2:20,,213984.0958,371576.6747,승마장업,사립,,0,0,1982.45,0,,
155,승마장업,10_38_01_P,4850000,CDFH3301252011000001,20110714,,1,영업/정상,13,영업중,,,,,061-381-9102,,517862,전라남도 담양군 고서면 성월리 292,전라남도 담양군 고서면 광산길 43-7,57387,그랑프리 승마파크,2.02202E+13,U,2022.2.23 2:40,,197752.6382,190235.3218,승마장업,사립,Y,1,,1782.69,50,,
156,승마장업,10_38_01_P,5400000,CDFH3301252015000001,20150623,,1,영업/정상,13,영업중,,,,,,,637803,경상남도 함안군 가야읍 신음리 827-1번지,경상남도 함안군 가야읍 봉수로 478,52043,함안 승마장,2.01905E+13,U,2019.5.16 2:40,,326683.4563,195405.6101,승마장업,사립,Y,3,,6189.13,,,
157,승마장업,10_38_01_P,5010000,CDFH3301252017000001,20170510,,1,영업/정상,13,영업중,,,,,,,,,전라남도 신안군 자은면 자은서부2길 464-64,58831,자은해변승마장,2.01705E+13,I,2018.8.31 23:59,,,,승마장업,사립,,1,1,67.2,,,
158,승마장업,10_38_01_P,4710000,CDFH3301252008000001,20081208,,1,영업/정상,13,영업중,,,,,,,576861,전라북도 김제시 만경읍 장산리 288-3번지,전라북도 김제시 만경읍 장산2길 117-26,54313,김제 지평선 홀스랜드,2.01905E+13,U,2019.5.23 2:40,,184711.7508,260431.8422,승마장업,사립,,,,,,,
159,승마장업,10_38_01_P,4710000,CDFH3301252013000001,20130926,,1,영업/정상,13,영업중,,,,,547-3549,,576973,전라북도 김제시 용지면 부교리 84-4번지,전라북도 김제시 용지면 금백로 571-39,576973,전북말산업복합센터,2.01909E+13,U,2019.9.26 2:40,,199459.4228,258244.4853,승마장업,사립,,2,,4127,,,
