번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
77,빙상장업,10_34_01_P,5530000,CDFH3301242010000001,20101224,,3,폐업,3,폐업,20150421,,,,,,445160,경기도 화성시 반송동 96 METAPOLIS 상가동 지하2층,"경기도 화성시 동탄중앙로 220  (반송동,METAPOLIS 상가동 지하2층)",,매직아이스링크(주)엠스포츠,2.01504E+13,I,2020.8.5 0:23,,206044.3325,411453.9057,빙상장업,사립,,,,69655.88,,,
78,빙상장업,10_34_01_P,5310000,CDFH3301242021000001,20211214,,3,폐업,3,폐업,20220323,,,,,,,경상남도 진주시 초전동 1583-14 진주국민체육센터,"경상남도 진주시 남강로 1655, 진주국민체육센터 (초전동)",52733,진주시 야외스케이트장,2.02203E+13,U,2022.3.25 2:40,,302418.8842,190404.3549,빙상장업,사립,,0,0,0,0,,
79,빙상장업,10_34_01_P,5380000,CDFH3301242022000001,20220103,,3,폐업,3,폐업,20220216,,,,,,,경상남도 양산시 북부동 533 양산종합운동장,"경상남도 양산시 양산대로 849, 양산종합운동장 주차장 (북부동)",50619,펜퍼스픽이엔씨(주),2.02202E+13,U,2022.2.18 2:40,,384787.0493,207062.1412,빙상장업,사립,,1,0,0,0,,
80,빙상장업,10_34_01_P,3690000,CDFH3301242021000001,20211224,,3,폐업,3,폐업,20220205,,,,052-290-3670,,,울산광역시 중구 성남동 212,,,중구야외빙상장,2.02202E+13,U,2022.2.12 2:40,,410110.4051,230410.2027,빙상장업,사립,,0,0,0,0,,
81,빙상장업,10_34_01_P,4190000,CDFH3301242009000001,20091204,,3,폐업,3,폐업,20130110,,,,,,220947,강원도 원주시 명륜동 345번지,강원도 원주시 단구로 170 (명륜동),220041,따뚜특설아이스스케이트장,2.01301E+13,I,2018.8.31 23:59,,283813.1288,426431.2148,빙상장업,사립,Y,1,,0,,,
82,빙상장업,10_34_01_P,4180000,CDFH3301242007000001,20071227,,3,폐업,3,폐업,20091012,,,,2566116,,200835,강원도 춘천시 서면 신매리 1-1번지 고슴도치섬내,,,얼음섬 아이스링크,2.0091E+13,I,2018.8.31 23:59,,262820.2997,492133.8488,빙상장업,사립,,,,,,,
83,빙상장업,10_34_01_P,3920000,CDFH3301242008000001,20080125,,3,폐업,3,폐업,20200813,,,,,,483120,경기도 동두천시 상패동 49-5,경기도 동두천시 상패로 69 (상패동),483120,동두천 국제 컬링 경기장,2.02008E+13,U,2020.8.15 2:40,,204048.3663,489473.4125,빙상장업,사립,,,,2776.6,,,
84,빙상장업,10_34_01_P,3210000,CDFH3301242008000001,20080109,,3,폐업,3,폐업,20080225,,,,533-6757,,137800,서울특별시 서초구 반포동 15-2번지 반포종합운동장내,"서울특별시 서초구 사평대로19길 11  (반포동,반포종합운동장내)",,스노우파크,2.00802E+13,I,2018.8.31 23:59,,199423.1011,444258.5553,빙상장업,사립,0,,,,,,
85,빙상장업,10_34_01_P,3210000,CDFH3301242008000002,20081226,,3,폐업,3,폐업,20090304,,,,533-8006,,137800,서울특별시 서초구 반포동 15-2번지 반포종합운동장내,"서울특별시 서초구 사평대로19길 11  (반포동,반포종합운동장내)",,지엔지스포츠,2.00903E+13,I,2018.8.31 23:59,,199423.1011,444258.5553,빙상장업,사립,0,1,,,,,
86,빙상장업,10_34_01_P,3210000,CDFH3301242002000001,20021130,,3,폐업,3,폐업,20061128,,,,576-2924,,137915,서울특별시 서초구 양재동 202-0번지 서울교육문화회관 내,"서울특별시 서초구 바우뫼로12길 70  (양재동,서울교육문화회관 내)",,올스,2.00611E+13,I,2018.8.31 23:59,,202833.2617,440511.5612,빙상장업,사립,0,,,,,,
87,빙상장업,10_34_01_P,3350000,CDFH3301242006000001,20061226,,3,폐업,3,폐업,20070412,,,,508-2547,,609370,부산광역시 금정구 두구동 669번지,부산광역시 금정구 체육공원로399번길 324  (두구동),,우진기획아이스월드,2.00703E+13,I,2018.8.31 23:59,,391519.1061,201135.1925,빙상장업,사립,0,1,,,,,
88,빙상장업,10_34_01_P,4160000,CDFH3301242011000001,20110104,,3,폐업,3,폐업,20110214,,,,031-589-3000,,477851,경기도 가평군 설악면 방일리 산 90-2번지,경기도 가평군 설악면 유명로 961-34,477851,아난티C.C,2.01112E+13,I,2018.8.31 23:59,,242397.9216,457662.5313,빙상장업,사립,,,,,,,
89,빙상장업,10_34_01_P,5020000,CDFH3301242005000001,20050426,,3,폐업,3,폐업,20051128,,,,,,791260,경상북도 포항시 북구 장성동 39B4L,,,빙상장업,2.00511E+13,I,2018.8.31 23:59,,,,빙상장업,사립,0,,,,,,
90,빙상장업,10_34_01_P,5020000,CDFH3301242017000001,20171221,,3,폐업,3,폐업,20180309,,,,,,,경상북도 포항시 남구 대도동 313-1번지 포항종합공설운동장,"경상북도 포항시 남구 희망대로 810, 포항종합공설운동장 (대도동)",37832,포항 야외스케이트장,2.01803E+13,I,2018.8.31 23:59,,413022.1943,281328.4627,빙상장업,사립,Y,1,,,,,
91,빙상장업,10_34_01_P,3740000,CDFH3301242007000001,20070622,,3,폐업,3,폐업,20070824,,,,254-1466,,440841,경기도 수원시 장안구 정자동 872-2,경기도 수원시 장안구 대평로90번길 19  (정자동),,라이프스포츠아이스링크,2.00708E+13,I,2020.8.5 0:23,,199375.325,421688.485,빙상장업,사립,0,,,,,,
92,빙상장업,10_34_01_P,3740000,CDFH3301242008000001,20081229,,3,폐업,3,폐업,20091030,,,,15777075,,440849,경기도 수원시 장안구 조원동 775,경기도 수원시 장안구 경수대로 893  (조원동),,(주)쥬쥬엔터테이먼트,2.0091E+13,I,2020.8.5 0:23,,200883.0771,421767.2975,빙상장업,사립,0,,,,,,
93,빙상장업,10_34_01_P,3660000,CDFH3301242002000001,20020828,,3,폐업,3,폐업,20181031,,,,488-5605,,302861,대전광역시 서구 탄방동 1084번지,대전광역시 서구 남선로 66  (탄방동),,남선공원종합체육관,2.0181E+13,U,2018.11.2 2:37,,235679.3972,316137.4447,빙상장업,사립,0,,,,,,
94,빙상장업,10_34_01_P,3330000,CDFH3301242005000001,20051228,,3,폐업,3,폐업,20060320,,,,,,612827,부산광역시 해운대구 우동 1291번지,,,(주)아이리사,2.00611E+13,I,2018.8.31 23:59,,393954.8744,187331.44,빙상장업,사립,0,,,5208,,,
95,빙상장업,10_34_01_P,3330000,CDFH3301242006000001,20060726,,3,폐업,3,폐업,20080310,,,,051-741-9989,,612853,부산광역시 해운대구 좌동 1368-2번지,부산광역시 해운대구 좌동순환로 77  (좌동),,우창스포링크 아이스링크,2.00803E+13,I,2018.8.31 23:59,,397326.3916,188133.1786,빙상장업,사립,0,,,,,,
96,빙상장업,10_34_01_P,3330000,CDFH3301242013000001,20131203,,3,폐업,3,폐업,20160722,,,,,,612020,부산광역시 해운대구 우동 1467번지,부산광역시 해운대구 수영강변대로 120 (우동),48058,영화의 전당 Art 스케이트장,2.01607E+13,I,2018.8.31 23:59,,393724.6551,187847.3488,빙상장업,사립,Y,,,,,,
97,빙상장업,10_34_01_P,3330000,CDFH3301242015000001,20151214,,3,폐업,3,폐업,20161230,,,,051-741-1067,,,,"부산광역시 해운대구 해운대해변로 264-0 (우동, 해운대관광봉사센타)",48100,해운대비치 국제 아이스링크,2.01612E+13,I,2018.8.31 23:59,,396756.0284,186566.5907,빙상장업,사립,Y,1,,,,,
98,빙상장업,10_34_01_P,4290000,CDFH3301242015000001,20151230,,3,폐업,3,폐업,20200309,,,,033-590-5737,,,,강원도 정선군 사북읍 하이원길 265 (강원랜드),26154,(주)강원랜드,2.02003E+13,U,2020.3.14 2:40,,361891.9475,413879.6889,빙상장업,사립,Y,1,,,,,
99,빙상장업,10_34_01_P,4050000,CDFH3301242008000001,20080107,,3,폐업,3,폐업,20200326,,,,031-320-8349,,,경기도 용인시 처인구 포곡읍 전대리 519-1번지 외 3필지,경기도 용인시 처인구 포곡읍 에버랜드로 199 (삼성에버랜드),17023,에버랜드 매직 아이스링크,2.02003E+13,U,2020.3.28 2:40,,217999.0915,421129.0854,빙상장업,사립,,,,,,,
100,빙상장업,10_34_01_P,4050000,CDFH3301242012000001,20121210,,3,폐업,3,폐업,20130221,,,,031-288-0000,,446730,경기도 용인시 기흥구 보라동 116번지,경기도 용인시 기흥구 민속촌로 90 (보라동),446730,한국민속촌 스케이트장,2.01302E+13,I,2018.8.31 23:59,,210358.6424,417246.8086,빙상장업,사립,Y,1,0,0,,,
101,빙상장업,10_34_01_P,4680000,CDFH3301241999000001,19991203,,3,폐업,3,폐업,20150612,,,,063-855-7001,,570979,전라북도 익산시 영등동 384번지,전라북도 익산시 고봉로 313 (영등동),570979,익산아이스링크,2.01506E+13,I,2018.8.31 23:59,,197275.9975,273283.1618,빙상장업,사립,Y,,,620.58,,,
102,빙상장업,10_34_01_P,4680000,CDFH3301242015000001,20151007,,3,폐업,3,폐업,20160902,,,,063-855-7001,,,전라북도 익산시 영등동 384번지,"전라북도 익산시 고봉로 313 (영등동, 익산아이스링크)",54543,익산아이스링크,2.01609E+13,I,2018.8.31 23:59,,197275.9975,273283.1618,빙상장업,사립,,,,,,,
103,빙상장업,10_34_01_P,3480000,CDFH3301242005000001,20051125,,3,폐업,3,폐업,20200218,,,,,,711861,대구광역시 달성군 가창면 냉천리 27-9번지,대구광역시 달성군 가창면 가창로 891,,스파밸리 빙상장,2.02002E+13,U,2020.2.20 2:40,,347783.2404,255360.4759,빙상장업,사립,,,,,,,
104,빙상장업,10_34_01_P,3460000,CDFH3301242002000001,20021213,,3,폐업,3,폐업,20110315,,,,053-952-0088,,706803,대구광역시 수성구 만촌동 300번지,대구광역시 수성구 팔현길 212  (만촌동),,(주)호텔 인터불고 야외스케이트장,2.01103E+13,I,2018.8.31 23:59,,349910.3333,264894.7536,빙상장업,사립,,,,,,,
105,빙상장업,10_34_01_P,3380000,CDFH3301241991000001,19910119,,3,폐업,3,폐업,20170426,,,,622-1122,,613815,부산광역시 수영구 남천동 29-4번지 3층,"부산광역시 수영구 남천바다로10번길 72 (남천동,3층)",,극동레포츠타운,2.01706E+13,I,2018.8.31 23:59,,392281.0805,185108.9241,빙상장업,사립,Y,,,,,,
106,빙상장업,10_34_01_P,3690000,CDFH3301242007000001,20070312,,3,폐업,3,폐업,20080331,,,,052-243-6624,,681812,울산광역시 중구 성남동 190-239번지,울산광역시 중구 중앙3길 6  (성남동),,성남프라자 아이스링크장,2.00812E+13,I,2018.8.31 23:59,,410076.8329,230778.8395,빙상장업,사립,0,,,,,,
107,빙상장업,10_34_01_P,3040000,CDFH3301242005000001,20051208,,3,폐업,3,폐업,20170829,,,,02-450-4424,,143708,서울특별시 광진구 광장동 산 21번지,서울특별시 광진구 워커힐로 177 (광장동),4963,워커힐 아이스링크,2.01708E+13,I,2018.8.31 23:59,,209775.2678,450327.5771,빙상장업,사립,,9,,,,,
108,빙상장업,10_34_01_P,3100000,CDFH3301241996000001,19961115,,3,폐업,3,폐업,20001229,,,,,,139831,서울특별시 노원구 상계동 770-2번지,,,상계체육센타스케이트,2.00302E+13,I,2018.8.31 23:59,,205075.8149,460200.5876,빙상장업,사립,,0,0,0,,,
109,빙상장업,10_34_01_P,3100000,CDFH3301242002000001,20020121,,3,폐업,3,폐업,20080731,,,,,,139831,서울특별시 노원구 상계동 770-2번지,,,근린레포츠(주),2.00808E+13,I,2018.8.31 23:59,,205075.8149,460200.5876,빙상장업,사립,0,,,,,,
110,빙상장업,10_34_01_P,3100000,CDFH3301242015000001,20150102,,3,폐업,3,폐업,20170201,,,,933-2900,,139831,서울특별시 노원구 상계동 770-6번지,,,중랑천 스케이트장,2.01702E+13,I,2018.8.31 23:59,,204916.7273,460256.2431,빙상장업,사립,,1,,,,,
111,빙상장업,10_34_01_P,3080000,CDFH3301242001000001,20011204,,3,폐업,3,폐업,20080303,,,,982-6800,,142861,서울특별시 강북구 번동 산 28-6번지,서울특별시 강북구 월계로 173  (번동),,(주)서울드림랜드빙상장,2.00803E+13,I,2018.8.31 23:59,,203540.9846,457626.7592,빙상장업,사립,0,,,,,,
112,빙상장업,10_34_01_P,3080000,CDFH3301242009000001,20091211,,3,폐업,3,폐업,20110328,,,,,,142060,서울특별시 강북구 번동 산 28-6번지 볼프라자 및 문화광장 주변,"서울특별시 강북구 월계로 173  (번동,볼프라자 및 문화광장 주변)",,북서울 꿈의 숲 스케이트장,2.01103E+13,I,2018.8.31 23:59,,203540.9846,457626.7592,빙상장업,사립,,,,,,,
113,빙상장업,10_34_01_P,5710000,CDFH3301242016000001,20161216,,3,폐업,3,폐업,20170228,,,,043-267-8895,,,충청북도 청주시 서원구 사직동 888-1번지,,,청주실외스케이트장.썰매장,2.01702E+13,I,2018.10.4 11:12,,241949.5475,348797.9852,빙상장업,사립,Y,1,,,,,
114,빙상장업,10_34_01_P,5710000,CDFH3301242017000001,20171222,,3,폐업,3,폐업,20180314,,,,,,,충청북도 청주시 서원구 사직동 755 예술의 전당,"충청북도 청주시 서원구 흥덕로 69, 예술의 전당 (사직동)",28559,청주 야외스케이트장,2.02008E+13,U,2020.8.20 2:40,,242016.022,349089.242,빙상장업,사립,,,,,,,
115,빙상장업,10_34_01_P,3300000,CDFH3301242006000001,20061220,,3,폐업,3,폐업,20070509,,,,506-9990,,607813,부산광역시 동래구 사직동 1번지,,,온천천스케이트장,2.01103E+13,I,2018.8.31 23:59,,389281.2382,190990.2723,빙상장업,사립,,,,,,,
116,빙상장업,10_34_01_P,4530000,CDFH3301242013000001,20131226,,3,폐업,3,폐업,20140227,,,,041-662-1891,,356808,충청남도 서산시 예천동 1255-1번지,,,서산시야외스케이트장,2.01402E+13,I,2018.8.31 23:59,,150914.4727,363815.829,빙상장업,사립,,1,1,,600,,
117,빙상장업,10_34_01_P,4530000,CDFH3301242014000001,20141222,,3,폐업,3,폐업,20150227,,,,02- 986-6304,,356070,충청남도 서산시 예천동 1255-1번지,,,서산시 스케이트장,2.01503E+13,I,2018.8.31 23:59,,150914.4727,363815.829,빙상장업,사립,,,,,,,
118,빙상장업,10_34_01_P,4530000,CDFH3301242015000001,20151218,,3,폐업,3,폐업,20160308,,,,041-660-2084,,,충청남도 서산시 예천동 1255-1번지,"충청남도 서산시 동서1로 182 (예천동, 예천 한성필하우스)",31998,서산시 스케이트장,2.01603E+13,I,2018.8.31 23:59,,150914.4727,363815.829,빙상장업,사립,Y,1,,,,,
119,빙상장업,10_34_01_P,4530000,CDFH3301242016000001,20161216,,3,폐업,3,폐업,20170213,,,,041-663-1474,,,충청남도 서산시 예천동 1255-1번지,,,서산시 야외 스케이트장,2.01702E+13,I,2018.8.31 23:59,,150914.4727,363815.829,빙상장업,사립,Y,2,4,331.2,,,
120,빙상장업,10_34_01_P,4530000,CDFH3301242017000001,20171221,,3,폐업,3,폐업,20180221,,,,041-662-1136,,,충청남도 서산시 예천동 1255-1번지,,,서산시 야외스케이트장,2.01802E+13,I,2018.8.31 23:59,,150914.4727,363815.829,빙상장업,사립,Y,,,,,,
121,빙상장업,10_34_01_P,4390000,CDFH3301242013000001,20131211,,3,폐업,3,폐업,20171213,,,,845-1314,,380230,충청북도 충주시 금릉동 601번지 (충주무술공원 내),,,충주세계무술공원 아이스링크,2.01712E+13,I,2018.8.31 23:59,,,,빙상장업,사립,,,,,,,
122,빙상장업,10_34_01_P,3130000,CDFH3301242007000001,20071214,,3,폐업,3,폐업,20080314,,,,337-0977,,121849,서울특별시 마포구 성산동 553번지 월드컵공원 평화광장,,,월드컵파크아이스링크,2.00806E+13,I,2018.8.31 23:59,,,,빙상장업,사립,0,,,,,,
123,빙상장업,10_34_01_P,3130000,CDFH3301242008000001,20081205,,3,폐업,3,폐업,20090208,,,,308-7442,,121849,서울특별시 마포구 성산동 531번지 월드컵공원평화광장 좌측주차장,,,월드컵공원 야외스케이트장,2.01001E+13,I,2018.8.31 23:59,,,,빙상장업,사립,,,,,,,
124,빙상장업,10_34_01_P,3130000,CDFH3301242010000001,20101201,,3,폐업,3,폐업,20110219,,,,02-308-7442,,121849,서울특별시 마포구 성산동 531번지 월드컵공원 내 평화광장,,,월드컵공원야외스케이트장,2.01108E+13,I,2018.8.31 23:59,,,,빙상장업,사립,,,,,,,
125,빙상장업,10_34_01_P,3130000,CDFH3301242011000001,20111216,,3,폐업,3,폐업,20121231,,,,3394-8666,,121849,서울특별시 마포구 성산동 531번지,,,월드컵공원 야외스케이트장,2.01212E+13,I,2018.8.31 23:59,,,,빙상장업,사립,,,,,,,
126,빙상장업,10_34_01_P,3130000,CDFH3301242012000001,20121227,,3,폐업,3,폐업,20130226,,,,304-7119,,121850,서울특별시 마포구 성산동 531번지,서울특별시 마포구 월드컵로 243-48 (성산동),121850,월드컵공원 스케이트장,2.01302E+13,I,2018.8.31 23:59,,190775.2174,451280.6888,빙상장업,사립,,,,,,,
127,빙상장업,10_34_01_P,3130000,CDFH3301242014000001,20141216,,3,폐업,3,폐업,20150217,,,,02-789-0011,,121904,서울특별시 마포구 상암동 1604번지 MBC 문화방송 광장,"서울특별시 마포구 성암로 255 (상암동, MBC 문화방송 광장)",121904,MBC 스케이트장,2.01502E+13,I,2018.8.31 23:59,,190373.6108,453112.0778,빙상장업,사립,,,,,,,
128,빙상장업,10_34_01_P,3130000,CDFH3301242015000001,20151216,,3,폐업,3,폐업,20160303,,,,02-789-0011,,,,"서울특별시 마포구 성암로 255 (상암동, (주)문화방송)",3925,MBC 스케이트장,2.01603E+13,I,2018.8.31 23:59,,190373.6108,453112.0778,빙상장업,사립,,1,,,,,
129,빙상장업,10_34_01_P,3130000,CDFH3301242016000001,20161222,,3,폐업,3,폐업,20170228,,,,27891700,,,서울특별시 마포구 상암동 1604번지,"서울특별시 마포구 성암로 255 (상암동, (주)문화방송)",3925,MBC 스케이트장,2.01703E+13,I,2018.8.31 23:59,,190373.6108,453112.0778,빙상장업,사립,Y,,,26144.74,,,
130,빙상장업,10_34_01_P,5710000,CDFH3301242019000001,20190103,,3,폐업,3,폐업,20190927,,,,,,,충청북도 청주시 서원구 사직동 888번지 청주시민회관,"충청북도 청주시 서원구 예체로 118-1, 청주시민회관 (사직동)",28565,(주)알앤알 스포츠,2.01909E+13,U,2019.10.2 2:40,,241950.2732,348552.5252,빙상장업,사립,,,,282,,,
131,빙상장업,10_34_01_P,4530000,CDFH3301242018000001,20181220,,3,폐업,3,폐업,20190218,,,,,,356070,충청남도 서산시 예천동 1255-1번지,,,서산시 야외스케이트장,2.01902E+13,U,2019.2.23 2:40,,150914.4727,363815.829,빙상장업,사립,Y,2,,,,,
132,빙상장업,10_34_01_P,3130000,CDFH3301242018000002,20181221,,3,폐업,3,폐업,20190314,,,,,,,서울특별시 마포구 상암동 1604번지 (주)문화방송,서울특별시 마포구 성암로 255 (주)문화방송 (상암동),3925,MBC스케이트장,2.01903E+13,U,2019.3.20 2:40,,190373.6108,453112.0778,빙상장업,사립,,,,,,,
133,빙상장업,10_34_01_P,4490000,CDFH3301242018000001,20181221,,3,폐업,3,폐업,20190220,,,,041-529-5000,,,충청남도 천안시 서북구 백석동 251번지 오륜문 광장,"충청남도 천안시 서북구 번영로 208, 오륜문 광장 (백석동)",31157,천안종합운동장 야외스케이트장,2.01902E+13,U,2019.2.22 2:40,,210179.4929,368637.8349,빙상장업,사립,,0,0,732,0,,
134,빙상장업,10_34_01_P,4490000,CDFH3301242018000002,20181221,,3,폐업,3,폐업,20190220,,,,041-529-5000,,,충청남도 천안시 동남구 신부동 139-2번지 도솔광장,,,도솔광장 야외스케이트장,2.01902E+13,U,2019.2.22 2:40,,214375.8943,369219.6886,빙상장업,사립,,0,0,732,0,,
135,빙상장업,10_34_01_P,5690000,CDFH3301242018000001,20181221,,3,폐업,3,폐업,20190531,,,,,,,세종특별자치시 보람동 626-5번지 세종시청,"세종특별자치시 한누리대로 2130, 세종시청 (보람동)",30151,세종시청광장 야외스케이트장,2.01905E+13,U,2019.6.4 2:40,,225846.8163,331049.0207,빙상장업,사립,Y,,,549.61,,,
136,빙상장업,10_34_01_P,3230000,CDFH3301242018000001,20181221,,3,폐업,3,폐업,20190208,,,,02-2180-3692,,,서울특별시 송파구 방이동 88번지 올림픽공원,"서울특별시 송파구 올림픽로 424, 올림픽공원 (방이동)",5540,올림픽공원 스케이트장,2.01902E+13,U,2019.2.10 2:40,,210199.4592,446539.2794,빙상장업,사립,Y,1,,,,,
137,빙상장업,10_34_01_P,3230000,CDFH3301242018000002,20181221,,3,폐업,3,폐업,20190226,,,,02-477-1268,,,서울특별시 송파구 문정동 634번지 가든파이브라이프,"서울특별시 송파구 충민로 66, 가든파이브라이프 (문정동)",5838,가든파이브 아이스링크,2.01902E+13,U,2019.2.28 2:40,,210986.4607,441725.2935,빙상장업,사립,Y,,,,,,
138,빙상장업,10_34_01_P,3940000,CDFH3301242018000002,20181231,,3,폐업,3,폐업,20190227,,,,031-961-6343,,,경기도 고양시 일산서구 대화동 2606번지 원마운트,"경기도 고양시 일산서구 한류월드로 300, 원마운트 (대화동)",10392,(주)원마운트,2.01902E+13,U,2019.3.1 2:40,,178268.1356,462480.7344,빙상장업,사립,Y,,,,,,
139,빙상장업,10_34_01_P,5050000,CDFH3301242020000001,20201221,,3,폐업,3,폐업,20210423,,,,061-763-1863,,,경상북도 경주시 황성동 1022-1,경상북도 경주시 황성공원로 29 (황성동),38089,경주야외스케이트장,2.02104E+13,U,2021.4.25 2:40,,399476.2254,264526.5756,빙상장업,사립,,1,,,,,
140,빙상장업,10_34_01_P,3940000,CDFH3301242021000001,20210111,,3,폐업,3,폐업,20210204,,,,031-961-6343,,,경기도 고양시 일산서구 대화동 2606 고양 원마운트,"경기도 고양시 일산서구 한류월드로 300, 고양 원마운트 (대화동)",10392,(주) 원마운트,2.02107E+13,U,2021.7.3 2:40,,178268.1356,462480.7344,빙상장업,사립,Y,1,,,,,
141,빙상장업,10_34_01_P,4220000,CDFH3301242011000001,20110105,,1,영업/정상,13,영업중,,,,,033-581-2400,,235290,강원도 태백시 동점동 372번지,강원도 태백시 사군드리길 240 (동점동),,태백레이싱파크(빙상장),2.01406E+13,I,2018.8.31 23:59,,379607.7946,399864.8558,빙상장업,사립,Y,,,,,,
142,빙상장업,10_34_01_P,4500000,CDFH3301242017000001,20171227,,1,영업/정상,13,영업중,,,,,,,,충청남도 공주시 산성동 181-92번지,,,문화놀이터 공주,2.01802E+13,I,2018.8.31 23:59,,210950.6326,328441.4599,빙상장업,사립,,,,,,,
143,빙상장업,10_34_01_P,5080000,CDFH3301242003000001,20030802,,1,영업/정상,13,영업중,,,,,054-451-8505,,730050,경상북도 구미시 남통동 253,경상북도 구미시 금오산로 339 (남통동),39309,금오아이스링크,2.02011E+13,U,2020.11.13 2:40,,318445.8397,291069.7757,빙상장업,사립,,,,,,,
144,빙상장업,10_34_01_P,4050000,CDFH3301242019000001,20190926,,1,영업/정상,13,영업중,,,,,031-5174-4416,,,경기도 용인시 수지구 성복동 789 롯데몰성복점,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 4층 (성복동)",16847,웨이브즈 아이스링크,2.02108E+13,U,2021.8.11 2:40,,,,빙상장업,사립,,0,0,17253.8,0,,
145,빙상장업,10_34_01_P,3140000,CDFH3301242019000001,20190808,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 목동 914번지 목동종합운동장,"서울특별시 양천구 안양천로 939, 목동종합운동장 (목동)",7990,(주)와이키키목동아이스링크,2.01908E+13,I,2019.8.10 2:21,,189469.9013,447591.0341,빙상장업,사립,,2,,14700,,,
146,빙상장업,10_34_01_P,5690000,CDFH3301242019000001,20190819,,1,영업/정상,13,영업중,,,,,1899-8298,,,세종특별자치시 나성동 361-50번지 퍼스트원,"세종특별자치시 나성북로 30, 퍼스트원 4층 401~404, 419~426호 (나성동)",30128,(주)잭슨나인스 세종 스노우파크,2.01908E+13,I,2019.8.21 2:22,,223248.226,332015.616,빙상장업,사립,Y,,,,,,
147,빙상장업,10_34_01_P,3310000,CDFH3301242019000001,20190802,,1,영업/정상,13,영업중,,,,,628-5200,,,부산광역시 남구 용호동 954 더블유,"부산광역시 남구 분포로 145, 지하층 B105호 (용호동, 더블유)",48515,주식회사 잭슨파이브,2.02103E+13,U,2021.3.6 2:40,,392495.0468,183633.9445,빙상장업,사립,Y,1,4,58478,,,
148,빙상장업,10_34_01_P,4830000,CDFH3301242016000001,20161226,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 금계동 33-9번지,,,나주시 야외스케이트장,2.01612E+13,I,2018.8.31 23:59,,173934.2615,170333.4483,빙상장업,사립,,,,1200,,,
149,빙상장업,10_34_01_P,3140000,CDFH3301241998000001,19981230,,1,영업/정상,13,영업중,,,,,02-2649-8454,,158050,서울특별시 양천구 목동 914번지,서울특별시 양천구 안양천로 939 (목동),7990,서울특별시체육회 목동실내빙상장,2.01806E+13,I,2018.8.31 23:59,,189469.9013,447591.0341,빙상장업,사립,Y,,1,14700,,,
150,빙상장업,10_34_01_P,4840000,CDFH3301242007000001,20071218,,1,영업/정상,13,영업중,,,,,061-761-8601,,,전라남도 광양시 광양읍 덕례리 541-1 ㈜부영스포츠타운,"전라남도 광양시 광양읍 순광로 482-8, ㈜부영스포츠타운",57764,부영스포츠타운,2.02008E+13,U,2020.8.22 2:40,,251981.7125,162701.5523,빙상장업,사립,Y,,,3308,,,
151,빙상장업,10_34_01_P,5020000,CDFH3301242019000001,20191212,,1,영업/정상,13,영업중,,,,,,,,경상북도 포항시 북구 덕산동 122-4번지 극동방송 빌딩,"경상북도 포항시 북구 용당로 164, 극동방송 빌딩 3층 301호 (덕산동)",37705,엔젤스아이스트레이닝센터,2.01912E+13,I,2019.12.14 0:23,,413049.3704,284940.4004,빙상장업,사립,,,,5016.73,,,
152,빙상장업,10_34_01_P,3120000,CDFH3301242022000001,20220112,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 창천동 53-37,"서울특별시 서대문구 연세로7길 58, 지하1층 (창천동)",3787,아이스스퀘어,2.02201E+13,I,2022.1.30 0:22,,194075.795,450666.5488,빙상장업,사립,,0,0,0,0,,
153,빙상장업,10_34_01_P,5250000,CDFH3301242009000001,20091214,,1,영업/정상,13,영업중,,,,,054-789-5511,,,경상북도 울진군 근남면 수산리 20,경상북도 울진군 근남면 친환경엑스포로 25 (엑스포공원),36333,엑스포공원 야외 빙상장,2.02011E+13,U,2020.11.21 2:40,,414127.5377,388208.6958,빙상장업,사립,,,,,,,
154,빙상장업,10_34_01_P,3520000,CDFH3301242015000001,20150310,,1,영업/정상,13,영업중,,,,,821-5723,,406090,인천광역시 연수구 선학동 68,인천광역시 연수구 경원대로 526 (선학동),21908,선학국제빙상경기장,2.02107E+13,U,2021.7.4 2:40,,173757.9311,436875.021,빙상장업,사립,,,,,,,
155,빙상장업,10_34_01_P,3070000,CDFH3301242007000001,20070104,,1,영업/정상,13,영업중,,,,,3290-4244,,136701,서울특별시 성북구 안암동5가 1-2번지 23필지,서울특별시 성북구 안암로 145 (안암동5가),2841,아이스링크,2.01903E+13,U,2019.3.29 2:40,,202789.6923,454049.5519,빙상장업,사립,Y,,,,,,
156,빙상장업,10_34_01_P,3010000,CDFH3301242007000001,20071130,,1,영업/정상,13,영업중,,,,,2236-3356,,100857,서울특별시 중구 장충동2가 산 5-5번지,,,반얀트리 아이스링크,2.01802E+13,I,2018.8.31 23:59,,200193.2324,449809.7447,빙상장업,사립,,,,,,,
